mitre_id,name,description,aliases,techniques
S0017,BISCUIT,[BISCUIT](https://attack.mitre.org/software/S0017) is a backdoor that has been used by [APT1](https://attack.mitre.org/groups/G0006) since as early as 2007. (Citation: Mandiant APT1),BISCUIT,T1008|T1033|T1056.001|T1057|T1059.003|T1082|T1105|T1113|T1124|T1573.002
S0274,Calisto,[Calisto](https://attack.mitre.org/software/S0274) is a macOS Trojan that opens a backdoor on the compromised machine. [Calisto](https://attack.mitre.org/software/S0274) is believed to have first been developed in 2016. (Citation: Securelist Calisto July 2018) (Citation: Symantec Calisto July 2018),Calisto,T1005|T1016|T1036.005|T1056.002|T1070.004|T1074.001|T1098|T1105|T1136.001|T1217|T1543.001|T1555.001|T1560.001|T1564.001|T1569.001
S1166,Solar,"[Solar](https://attack.mitre.org/software/S1166) is a C#/.NET backdoor that was used by [OilRig](https://attack.mitre.org/groups/G0049) during the [Outer Space](https://attack.mitre.org/campaigns/C0042) campaign to download, execute, and exfiltrate files.(Citation: ESET OilRig Campaigns Sep 2023)",Solar,T1020|T1041|T1053.005|T1070.004|T1082|T1105|T1132.001|T1573.001
S0124,Pisloader,"[Pisloader](https://attack.mitre.org/software/S0124) is a malware family that is notable due to its use of DNS as a C2 protocol as well as its use of anti-analysis tactics. It has been used by [APT18](https://attack.mitre.org/groups/G0026) and is similar to another malware family, [HTTPBrowser](https://attack.mitre.org/software/S0070), that has been used by the group. (Citation: Palo Alto DNS Requests)",Pisloader,T1016|T1027|T1059.003|T1071.004|T1082|T1083|T1105|T1132.001|T1547.001
S0493,GoldenSpy,"[GoldenSpy](https://attack.mitre.org/software/S0493) is a backdoor malware which has been packaged with legitimate tax preparation software. [GoldenSpy](https://attack.mitre.org/software/S0493) was discovered targeting organizations in China, being delivered with the ""Intelligent Tax"" software suite which is produced by the Golden Tax Department of Aisino Credit Information Co. and required to pay local taxes.(Citation: Trustwave GoldenSpy June 2020) ",GoldenSpy,T1027.013|T1036.005|T1041|T1059.003|T1070.004|T1071.001|T1082|T1083|T1105|T1106|T1136.001|T1195.002|T1497.003|T1543.003|T1571
S0249,Gold Dragon,"[Gold Dragon](https://attack.mitre.org/software/S0249) is a Korean-language, data gathering implant that was first observed in the wild in South Korea in July 2017. [Gold Dragon](https://attack.mitre.org/software/S0249) was used along with [Brave Prince](https://attack.mitre.org/software/S0252) and [RunningRAT](https://attack.mitre.org/software/S0253) in operations targeting organizations associated with the 2018 Pyeongchang Winter Olympics. (Citation: McAfee Gold Dragon)",Gold Dragon,T1012|T1033|T1057|T1059.003|T1070.004|T1071.001|T1074.001|T1082|T1083|T1105|T1518.001|T1547.001|T1560|T1685
S0258,RGDoor,[RGDoor](https://attack.mitre.org/software/S0258) is a malicious Internet Information Services (IIS) backdoor developed in the C++ language. [RGDoor](https://attack.mitre.org/software/S0258) has been seen deployed on webservers belonging to the Middle East government organizations. [RGDoor](https://attack.mitre.org/software/S0258) provides backdoor access to compromised IIS servers. (Citation: Unit 42 RGDoor Jan 2018),RGDoor,T1033|T1059.003|T1071.001|T1105|T1140|T1505.004|T1560.003
S0458,Ramsay,"[Ramsay](https://attack.mitre.org/software/S0458) is an information stealing malware framework designed to collect and exfiltrate sensitive documents, including from air-gapped systems. Researchers have identified overlaps between [Ramsay](https://attack.mitre.org/software/S0458) and the [Darkhotel](https://attack.mitre.org/groups/G0012)-associated Retro malware.(Citation: Eset Ramsay May 2020)(Citation: Antiy CERT Ramsay April 2020)",Ramsay,T1005|T1014|T1016|T1025|T1027|T1027.003|T1036|T1036.005|T1039|T1046|T1049|T1053.005|T1055.001|T1057|T1059.005|T1071.001|T1074.001|T1080|T1083|T1091|T1106|T1113|T1119|T1120|T1132.001|T1135|T1140|T1203|T1204.002|T1546.010|T1547.001|T1548.002|T1559.001|T1559.002|T1560.001|T1560.003|T1566.001|T1574.001|T1680
S1189,Neo-reGeorg,"[Neo-reGeorg](https://attack.mitre.org/software/S1189) is an open-source web shell designed as a restructuring of [reGeorg](https://attack.mitre.org/software/S1187) with improved usability, security, and fixes for exising [reGeorg](https://attack.mitre.org/software/S1187) bugs.(Citation: GitHub Neo-reGeorg 2019)",Neo-reGeorg,T1059.006|T1071.001|T1090|T1095|T1105|T1132.002|T1505.003|T1572
S0076,FakeM,[FakeM](https://attack.mitre.org/software/S0076) is a shellcode-based Windows backdoor that has been used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029). (Citation: Scarlet Mimic Jan 2016),FakeM,T1001.003|T1056.001|T1095|T1573.001
S9031,AshTag,[AshTag](https://attack.mitre.org/software/S9031) is a modular .NET backdoor with multiple features that has been used by [WIRTE](https://attack.mitre.org/groups/G0090) since at least 2025. [AshTag](https://attack.mitre.org/software/S9031) is designed for persistence and remote command execution and can masquerade as a legitimate VisualServer utility.(Citation: Palo Alto Ashen Lepus DEC 2025),AshTag,T1027.013|T1036.005|T1041|T1047|T1053.005|T1057|T1059.007|T1071.001|T1082|T1083|T1102|T1105|T1113|T1140|T1204.002|T1574.001|T1614|T1678|T1680
S0484,Carberp,"[Carberp](https://attack.mitre.org/software/S0484) is a credential and information stealing malware that has been active since at least 2009. [Carberp](https://attack.mitre.org/software/S0484)'s source code was leaked online in 2013, and subsequently used as the foundation for the [Carbanak](https://attack.mitre.org/software/S0030) backdoor.(Citation: Trend Micro Carberp February 2014)(Citation: KasperskyCarbanak)(Citation: RSA Carbanak November 2017)",Carberp,T1012|T1014|T1021.005|T1027.013|T1036.005|T1041|T1055.001|T1055.004|T1056.004|T1057|T1068|T1071.001|T1082|T1105|T1106|T1113|T1185|T1497|T1518.001|T1542.003|T1547.001|T1555|T1555.003|T1564.001|T1685
S1120,FRAMESTING,[FRAMESTING](https://attack.mitre.org/software/S1120) is a Python web shell that was used during [Cutting Edge](https://attack.mitre.org/campaigns/C0029) to embed into an Ivanti Connect Secure Python package for command execution.(Citation: Mandiant Cutting Edge Part 2 January 2024),FRAMESTING,T1001|T1001.003|T1059.006|T1071.001|T1140|T1505.003|T1554
S0246,HARDRAIN,[HARDRAIN](https://attack.mitre.org/software/S0246) is a Trojan malware variant reportedly used by the North Korean government. (Citation: US-CERT HARDRAIN March 2018),HARDRAIN,T1001.003|T1059.003|T1090|T1571|T1686.003
S1107,NKAbuse,"[NKAbuse](https://attack.mitre.org/software/S1107) is a Go-based, multi-platform malware abusing NKN (New Kind of Network) technology for data exchange between peers, functioning as a potent implant, and equipped with both flooder and backdoor capabilities.(Citation: NKAbuse BC)(Citation: NKAbuse SL)",NKAbuse,T1016.001|T1053.003|T1057|T1059.004|T1082|T1090.003|T1113|T1498
S0517,Pillowmint,[Pillowmint](https://attack.mitre.org/software/S0517) is a point-of-sale malware used by [FIN7](https://attack.mitre.org/groups/G0046) designed to capture credit card information.(Citation: Trustwave Pillowmint June 2020),Pillowmint,T1005|T1012|T1027|T1027.011|T1027.015|T1055.004|T1057|T1059.001|T1070.004|T1070.009|T1106|T1112|T1140|T1546.011|T1560
S0682,TrailBlazer,[TrailBlazer](https://attack.mitre.org/software/S0682) is a modular malware that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2019.(Citation: CrowdStrike StellarParticle January 2022),TrailBlazer,T1001|T1001.001|T1036|T1071.001|T1546.003
S0379,Revenge RAT,[Revenge RAT](https://attack.mitre.org/software/S0379) is a freely available remote access tool written in .NET (C#).(Citation: Cylance Shaheen Nov 2018)(Citation: Cofense RevengeRAT Feb 2019),Revenge RAT,T1003|T1016|T1021.001|T1033|T1053.005|T1056.001|T1059.001|T1059.003|T1082|T1102.002|T1105|T1113|T1123|T1125|T1132.001|T1202|T1218.005|T1547.004
S1016,MacMa,[MacMa](https://attack.mitre.org/software/S1016) is a macOS-based backdoor with a large set of functionalities to control and exfiltrate files from a compromised computer. [MacMa](https://attack.mitre.org/software/S1016) has been observed in the wild since November 2021.(Citation: ESET DazzleSpy Jan 2022) [MacMa](https://attack.mitre.org/software/S1016) shares command and control and unique libraries with [MgBot](https://attack.mitre.org/software/S1146) and [Nightdoor](https://attack.mitre.org/s,MacMa|OSX.CDDS|DazzleSpy,T1005|T1016|T1021|T1033|T1041|T1056.001|T1057|T1059.004|T1070.004|T1070.006|T1074.001|T1082|T1083|T1095|T1105|T1106|T1113|T1123|T1140|T1543.001|T1553.001|T1553.002|T1555.001|T1571|T1573|T1680|T1685.006
S1044,FunnyDream,"[FunnyDream](https://attack.mitre.org/software/S1044) is a backdoor with multiple components that was used during the [FunnyDream](https://attack.mitre.org/campaigns/C0007) campaign since at least 2019, primarily for execution and exfiltration.(Citation: Bitdefender FunnyDream Campaign November 2020)",FunnyDream,T1001|T1005|T1010|T1012|T1016|T1018|T1025|T1027.013|T1033|T1036.004|T1041|T1047|T1055.001|T1056.001|T1057|T1059.003|T1070|T1070.004|T1074.001|T1083|T1090|T1095|T1105|T1106|T1113|T1119|T1120|T1124|T1218.011|T1518.001|T1543.003|T1547.001|T1559.001|T1560.002|T1560.003|T1572|T1680
S1150,ROADSWEEP,[ROADSWEEP](https://attack.mitre.org/software/S1150) is a ransomware that was deployed against Albanian government networks during [HomeLand Justice](https://attack.mitre.org/campaigns/C0038) along with the [CHIMNEYSWEEP](https://attack.mitre.org/software/S1149) backdoor.(Citation: Mandiant ROADSWEEP August 2022),ROADSWEEP,T1027.013|T1059.003|T1070.004|T1083|T1120|T1140|T1480|T1486|T1489|T1490|T1491.001|T1547.001|T1553.002|T1559|T1680
S0562,SUNSPOT,[SUNSPOT](https://attack.mitre.org/software/S0562) is an implant that injected the [SUNBURST](https://attack.mitre.org/software/S0559) backdoor into the SolarWinds Orion software update framework. It was used by [APT29](https://attack.mitre.org/groups/G0016) since at least February 2020.(Citation: CrowdStrike SUNSPOT Implant January 2021) ,SUNSPOT,T1027|T1036.005|T1057|T1070.004|T1083|T1106|T1134|T1140|T1195.002|T1480|T1480.002|T1565.001
S1221,MOPSLED,[MOPSLED](https://attack.mitre.org/software/S1221) is a shellcode-based modular backdoor that has been used by China-nexus cyber espionage actors including [UNC3886](https://attack.mitre.org/groups/G1048) and [APT41](https://attack.mitre.org/groups/G0096).(Citation: Google Cloud Mandiant UNC3886 2024),MOPSLED,T1027.013|T1071.001|T1095|T1102|T1102.001|T1140
S0284,More_eggs,"[More_eggs](https://attack.mitre.org/software/S0284) is a JScript backdoor used by [Cobalt Group](https://attack.mitre.org/groups/G0080) and [FIN6](https://attack.mitre.org/groups/G0037). Its name was given based on the variable ""More_eggs"" being present in its code. There are at least two different versions of the backdoor being used, version 2.0 and version 4.4. (Citation: Talos Cobalt Group July 2018)(Citation: Security Intelligence More Eggs Aug 2019)",More_eggs|SKID|Terra Loader|SpicyOmelette,T1016|T1016.001|T1027.013|T1033|T1059.003|T1070.004|T1071.001|T1082|T1105|T1132.001|T1140|T1218.010|T1518.001|T1553.002|T1573.001
S0663,SysUpdate,[SysUpdate](https://attack.mitre.org/software/S0663) is a backdoor written in C++ that has been used by [Threat Group-3390](https://attack.mitre.org/groups/G0027) since at least 2020.(Citation: Trend Micro Iron Tiger April 2021),SysUpdate|HyperSSL|Soldier|FOCUSFJORD,T1005|T1007|T1016|T1016.001|T1027.002|T1027.011|T1027.013|T1033|T1036.004|T1041|T1047|T1057|T1070.004|T1071.004|T1082|T1083|T1105|T1106|T1112|T1113|T1132.001|T1140|T1543.002|T1543.003|T1547.001|T1553.002|T1564.001|T1569.002|T1573.001|T1574.001|T1680
S0004,TinyZBot,[TinyZBot](https://attack.mitre.org/software/S0004) is a bot written in C# that was developed by [Cleaver](https://attack.mitre.org/groups/G0003). (Citation: Cylance Cleaver),TinyZBot,T1056.001|T1059.003|T1113|T1115|T1543.003|T1547.001|T1547.009|T1685
S1017,OutSteel,[OutSteel](https://attack.mitre.org/software/S1017) is a file uploader and document stealer developed with the scripting language AutoIT that has been used by [Saint Bear](https://attack.mitre.org/groups/G1031) since at least March 2021.(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),OutSteel,T1005|T1020|T1036.005|T1041|T1057|T1059.003|T1059.010|T1070.004|T1071.001|T1083|T1105|T1119|T1204.001|T1204.002|T1566.001|T1566.002|T1570
S0475,BackConfig,[BackConfig](https://attack.mitre.org/software/S0475) is a custom Trojan with a flexible plugin architecture that has been used by [Patchwork](https://attack.mitre.org/groups/G0040).(Citation: Unit 42 BackConfig May 2020),BackConfig,T1027.010|T1036.005|T1053.005|T1059.003|T1059.005|T1070.004|T1071.001|T1082|T1083|T1105|T1106|T1137.001|T1140|T1204.001|T1553.002|T1564.001
S1046,PowGoop,[PowGoop](https://attack.mitre.org/software/S1046) is a loader that consists of a DLL loader and a PowerShell-based downloader; it has been used by [MuddyWater](https://attack.mitre.org/groups/G0069) as their main loader.(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: CYBERCOM Iranian Intel Cyber January 2022),PowGoop,T1036|T1036.005|T1059.001|T1071.001|T1132.002|T1140|T1573|T1574.001
S9027,ANELLDR,"[ANELLDR](https://attack.mitre.org/software/S9027), a loader that has been in use since at least 2018, was designed to decrypt and execute [UPPERCUT](https://attack.mitre.org/software/S0275) in memory. [ANELLDR](https://attack.mitre.org/software/S9027) can use anti-analysis techniques and is known to share code overlap with [HiddenFace](https://attack.mitre.org/software/S9023).(Citation: Trend Micro Earth Kasha Anel NOV 2024)(Citation: ESET MirrorFace 2025)",ANELLDR,T1027|T1027.013|T1027.016|T1083|T1106|T1140|T1574.001|T1622
S0236,Kwampirs,[Kwampirs](https://attack.mitre.org/software/S0236) is a backdoor Trojan used by [Orangeworm](https://attack.mitre.org/groups/G0071). [Kwampirs](https://attack.mitre.org/software/S0236) has been found on machines which had software installed for the use and control of high-tech imaging devices such as X-Ray and MRI machines.(Citation: Symantec Orangeworm April 2018) [Kwampirs](https://attack.mitre.org/software/S0236) has multiple technical overlaps with [Shamoon](https://attack.mitre.org/softwar,Kwampirs,T1007|T1008|T1016|T1018|T1021.002|T1027.001|T1027.013|T1033|T1036.004|T1049|T1057|T1069.001|T1069.002|T1082|T1083|T1087.001|T1105|T1135|T1140|T1201|T1218.011|T1543.003
S0210,Nerex,[Nerex](https://attack.mitre.org/software/S0210) is a Trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Nerex May 2012),Nerex,T1105|T1112|T1543.003|T1553.002
S0635,BoomBox,[BoomBox](https://attack.mitre.org/software/S0635) is a downloader responsible for executing next stage components that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2021.(Citation: MSTIC Nobelium Toolset May 2021),BoomBox,T1027|T1033|T1036|T1071.001|T1082|T1083|T1087.002|T1087.003|T1102|T1105|T1140|T1204.002|T1218.011|T1480|T1547.001|T1567.002
S1052,DEADEYE,[DEADEYE](https://attack.mitre.org/software/S1052) is a malware launcher that has been used by [APT41](https://attack.mitre.org/groups/G0096) since at least May 2021. [DEADEYE](https://attack.mitre.org/software/S1052) has variants that can either embed a payload inside a compiled binary (DEADEYE.EMBED) or append it to the end of a file (DEADEYE.APPEND).(Citation: Mandiant APT41),DEADEYE|DEADEYE.EMBED|DEADEYE.APPEND,T1016|T1027.009|T1027.013|T1036.004|T1059.003|T1082|T1106|T1140|T1218.007|T1218.011|T1480|T1564.004
S0197,PUNCHTRACK,[PUNCHTRACK](https://attack.mitre.org/software/S0197) is non-persistent point of sale (POS) system malware utilized by [FIN8](https://attack.mitre.org/groups/G0061) to scrape payment card data. (Citation: FireEye Fin8 May 2016) (Citation: FireEye Know Your Enemy FIN8 Aug 2016),PUNCHTRACK|PSVC,T1005|T1027|T1074.001
S0279,Proton,[Proton](https://attack.mitre.org/software/S0279) is a macOS backdoor focusing on data theft and credential access  (Citation: objsee mac malware 2017).,Proton,T1021.005|T1056.001|T1056.002|T1059.004|T1070.004|T1113|T1140|T1543.001|T1548.003|T1555.001|T1555.003|T1555.005|T1560|T1685|T1685.006
S9035,LAMEHUG,"[LAMEHUG](https://attack.mitre.org/software/S9035) is Python-based information stealer first identified in July 2025 by Ukraine's Computer Emergency Response Team (CERT-UA) in phishing emails targeting Ukrainian government officials. [LAMEHUG](https://attack.mitre.org/software/S9035) is the first known malware to integrate artificial intelligence (AI) directly into its attack workflow by querying large language models (LLMs) hosted on Hugging Face to dynamically generate reconnaissance, data the",LAMEHUG|PROMPTSTEAL,T1005|T1007|T1016|T1033|T1036.005|T1041|T1047|T1057|T1059.003|T1059.006|T1069.002|T1071.001|T1074.001|T1082|T1083|T1087.002|T1102.002|T1119|T1132|T1140|T1204.002|T1482|T1560.001|T1566.001|T1573.002
S0001,Trojan.Mebromi,[Trojan.Mebromi](https://attack.mitre.org/software/S0001) is BIOS-level malware that takes control of the victim before MBR. (Citation: Ge 2011),Trojan.Mebromi,T1542.001
S1169,Mango,"[Mango](https://attack.mitre.org/software/S1169) is a first-stage backdoor written in C#/.NET that was used by [OilRig](https://attack.mitre.org/groups/G0049) during the [Juicy Mix](https://attack.mitre.org/campaigns/C0044) campaign. [Mango](https://attack.mitre.org/software/S1169) is the successor to [Solar](https://attack.mitre.org/software/S1166) and includes additional exfiltration capabilities, the use of native APIs, and added detection evasion code.(Citation: ESET OilRig Campaigns Sep 202",Mango,T1027.013|T1033|T1041|T1053.005|T1071.001|T1082|T1083|T1106|T1132.001|T1204.002|T1573.001|T1573.002|T1685
S0259,InnaputRAT,[InnaputRAT](https://attack.mitre.org/software/S0259) is a remote access tool that can exfiltrate files from a victim’s machine. [InnaputRAT](https://attack.mitre.org/software/S0259) has been seen out in the wild since 2016. (Citation: ASERT InnaputRAT April 2018),InnaputRAT,T1027|T1036.004|T1036.005|T1059.003|T1070.004|T1082|T1083|T1106|T1543.003|T1547.001|T1680
S1115,WIREFIRE,[WIREFIRE](https://attack.mitre.org/software/S1115) is a web shell written in Python that exists as trojanized logic to the visits.py component of Ivanti Connect Secure VPN appliances. [WIREFIRE](https://attack.mitre.org/software/S1115) was used during [Cutting Edge](https://attack.mitre.org/campaigns/C0029) for downloading files and command execution.(Citation: Mandiant Cutting Edge January 2024),WIREFIRE|GIFTEDVISITOR,T1071.001|T1105|T1132.001|T1140|T1505.003|T1554|T1573.001
S0487,Kessel,"[Kessel](https://attack.mitre.org/software/S0487) is an advanced version of OpenSSH which acts as a custom backdoor, mainly acting to steal credentials and function as a bot. [Kessel](https://attack.mitre.org/software/S0487) has been active since its C2 domain began resolving in August 2018.(Citation: ESET ForSSHe December 2018)",Kessel,T1016|T1027.013|T1030|T1041|T1048.003|T1059|T1082|T1090|T1105|T1132.001|T1140|T1554|T1556|T1560
S0632,GrimAgent,[GrimAgent](https://attack.mitre.org/software/S0632) is a backdoor that has been used before the deployment of [Ryuk](https://attack.mitre.org/software/S0446) ransomware since at least 2020; it is likely used by [FIN6](https://attack.mitre.org/groups/G0037) and [Wizard Spider](https://attack.mitre.org/groups/G0102).(Citation: Group IB GrimAgent July 2021),GrimAgent,T1001.001|T1005|T1016|T1027|T1027.001|T1033|T1041|T1053.005|T1059.003|T1070.004|T1070.009|T1071.001|T1082|T1083|T1105|T1106|T1132.001|T1140|T1480.002|T1497.003|T1547.001|T1573.001|T1573.002|T1614|T1614.001
S0582,LookBack,[LookBack](https://attack.mitre.org/software/S0582) is a remote access trojan written in C++ that was used against at least three US utility companies in July 2019. The TALONITE activity group has been observed using [LookBack](https://attack.mitre.org/software/S0582).(Citation: Proofpoint LookBack Malware Aug 2019)(Citation: Dragos TALONITE)(Citation: Dragos Threat Report 2020),LookBack,T1007|T1036.005|T1057|T1059.003|T1059.005|T1070.004|T1071.001|T1083|T1095|T1113|T1140|T1489|T1529|T1547.001|T1573.001|T1574.001
S1112,STEADYPULSE,[STEADYPULSE](https://attack.mitre.org/software/S1112) is a web shell that infects targeted Pulse Secure VPN servers through modification of a legitimate Perl script that was used as early as 2020 including in activity against US Defense Industrial Base (DIB) entities.(Citation: Mandiant Pulse Secure Zero-Day April 2021),STEADYPULSE,T1071.001|T1105|T1132.001|T1140|T1505.003
S9014,PHASEJAM,[PHASEJAM](https://attack.mitre.org/software/S9014) is a dropper written as a bash shell script that modifies Ivanti Connect Secure appliance components. [PHASEJAM](https://attack.mitre.org/software/S9014) was first reported in January 2025. [PHASEJAM](https://attack.mitre.org/software/S9014) has previously been leveraged by People's Republic of China (PRC)- affiliated actors identified as UNC5221 and SYLVANITE.(Citation: Dragos SYLVANITE MuddyWater Electrum March 2026)(Citation: Google UNC5221 ,PHASEJAM,T1027.010|T1027.013|T1036.003|T1041|T1059.008|T1105|T1140|T1489|T1505.003|T1546.004|T1554|T1565|T1678|T1685|T1685.003
S0611,Clop,"[Clop](https://attack.mitre.org/software/S0611) is a ransomware family that was first observed in February 2019 and has been used against retail, transportation and logistics, education, manufacturing, engineering, automotive, energy, financial, aerospace, telecommunications, professional and legal services, healthcare, and high tech industries. [Clop](https://attack.mitre.org/software/S0611) is a variant of the CryptoMix ransomware.(Citation: Mcafee Clop Aug 2019)(Citation: Cybereason Clop Dec ",Clop,T1027.002|T1057|T1059.003|T1083|T1106|T1112|T1135|T1140|T1218.007|T1486|T1489|T1490|T1497.003|T1518.001|T1553.002|T1614.001|T1685
S0033,NetTraveler,"[NetTraveler](https://attack.mitre.org/software/S0033) is malware that has been used in multiple cyber espionage campaigns for basic surveillance of victims. The earliest known samples have timestamps back to 2005, and the largest number of observed samples were created between 2010 and 2013. (Citation: Kaspersky NetTraveler)",NetTraveler,T1010|T1056.001
S0388,YAHOYAH,[YAHOYAH](https://attack.mitre.org/software/S0388) is a Trojan used by [Tropic Trooper](https://attack.mitre.org/groups/G0081) as a second-stage backdoor.(Citation: TrendMicro TropicTrooper 2015),YAHOYAH,T1027.013|T1071.001|T1082|T1105|T1140|T1518.001
S0447,Lokibot,"[Lokibot](https://attack.mitre.org/software/S0447) is a widely distributed information stealer that was first reported in 2015. It is designed to steal sensitive information such as usernames, passwords, cryptocurrency wallets, and other credentials. [Lokibot](https://attack.mitre.org/software/S0447) can also create a backdoor into infected systems to allow an attacker to install additional payloads.(Citation: Infoblox Lokibot January 2019)(Citation: Morphisec Lokibot April 2020)(Citation: CISA ",Lokibot,T1016|T1027|T1027.002|T1033|T1041|T1053|T1053.005|T1055.012|T1056.001|T1059.001|T1059.003|T1059.005|T1070.004|T1071.001|T1082|T1083|T1105|T1106|T1112|T1140|T1204.002|T1497.003|T1548.002|T1555|T1555.003|T1564.001|T1566.001|T1620
S0077,CallMe,[CallMe](https://attack.mitre.org/software/S0077) is a Trojan designed to run on Apple OSX. It is based on a publicly available tool called Tiny SHell. (Citation: Scarlet Mimic Jan 2016),CallMe,T1041|T1059.004|T1105|T1573.001
S0112,ROCKBOOT,"[ROCKBOOT](https://attack.mitre.org/software/S0112) is a [Bootkit](https://attack.mitre.org/techniques/T1542/003) that has been used by an unidentified, suspected China-based group. (Citation: FireEye Bootkits)",ROCKBOOT,T1542.003
S0054,CloudDuke,[CloudDuke](https://attack.mitre.org/software/S0054) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) in 2015. (Citation: F-Secure The Dukes) (Citation: Securelist Minidionis July 2015),CloudDuke|MiniDionis|CloudLook,T1071.001|T1102.002|T1105
S0554,Egregor,"[Egregor](https://attack.mitre.org/software/S0554) is a Ransomware-as-a-Service (RaaS) tool that was first observed in September 2020. Researchers have noted code similarities between [Egregor](https://attack.mitre.org/software/S0554) and Sekhmet ransomware, as well as [Maze](https://attack.mitre.org/software/S0449) ransomware.(Citation: NHS Digital Egregor Nov 2020)(Citation: Cyble Egregor Oct 2020)(Citation: Security Boulevard Egregor Oct 2020)",Egregor,T1027.002|T1033|T1036.004|T1039|T1049|T1055|T1059.001|T1059.003|T1069.002|T1071.001|T1082|T1105|T1106|T1124|T1140|T1197|T1218.010|T1218.011|T1219|T1484.001|T1486|T1497|T1497.003|T1574.001|T1685
S0428,PoetRAT,"[PoetRAT](https://attack.mitre.org/software/S0428) is a remote access trojan (RAT) that was first identified in April 2020. [PoetRAT](https://attack.mitre.org/software/S0428) has been used in multiple campaigns against the private and public sectors in Azerbaijan, including ICS and SCADA systems in the energy sector. The STIBNITE activity group has been observed using the malware. [PoetRAT](https://attack.mitre.org/software/S0428) derived its name from references in the code to poet William Shak",PoetRAT,T1003.001|T1018|T1027|T1027.010|T1033|T1041|T1048|T1048.003|T1056.001|T1057|T1059.003|T1059.005|T1059.006|T1059.011|T1070.004|T1071.001|T1071.002|T1082|T1083|T1105|T1112|T1113|T1119|T1125|T1140|T1204.002|T1497.001|T1547.001|T1555.003|T1559.002|T1560.001|T1564.001|T1566.001|T1571|T1573.002
S0023,CHOPSTICK,"[CHOPSTICK](https://attack.mitre.org/software/S0023) is a malware family of modular backdoors used by [APT28](https://attack.mitre.org/groups/G0007). It has been used since at least 2012 and is usually dropped on victims as second-stage malware, though it has been used as first-stage malware in several cases. It has both Windows and Linux variants. (Citation: FireEye APT28) (Citation: ESET Sednit Part 2) (Citation: FireEye APT28 January 2017) (Citation: DOJ GRU Indictment Jul 2018) It is tracked",CHOPSTICK|Backdoor.SofacyX|SPLM|Xagent|X-Agent|webhp,T1008|T1012|T1027.011|T1056.001|T1059|T1071.001|T1071.003|T1083|T1090.001|T1091|T1092|T1105|T1112|T1113|T1497|T1518.001|T1568.002|T1573.001|T1573.002
S1200,StealBit,[StealBit](https://attack.mitre.org/software/S1200) is a data exfiltration tool that is developed and maintained by the operators of the the LockBit Ransomware-as-a-Service (RaaS) and offered to affiliates to exfiltrate data from compromised systems for double extortion purposes.(Citation: Cybereason StealBit Exfiltration Tool)(Citation: FBI Lockbit 2.0 FEB 2022),StealBit,T1005|T1027.013|T1030|T1070.004|T1071.001|T1082|T1083|T1095|T1106|T1140|T1480|T1559|T1614.001|T1622|T1685
S0267,FELIXROOT,[FELIXROOT](https://attack.mitre.org/software/S0267) is a backdoor that has been used to target Ukrainian victims. (Citation: FireEye FELIXROOT July 2018),FELIXROOT|GreyEnergy mini,T1012|T1016|T1027.013|T1033|T1047|T1057|T1059.003|T1070.004|T1071.001|T1082|T1105|T1112|T1124|T1218.011|T1518.001|T1547.001|T1547.009|T1560|T1680
S0412,ZxShell,"[ZxShell](https://attack.mitre.org/software/S0412) is a remote administration tool and backdoor that can be downloaded from the Internet, particularly from Chinese hacker websites. It has been used since at least 2004.(Citation: FireEye APT41 Aug 2019)(Citation: Talos ZxShell Oct 2014)",ZxShell|Sensocode,T1005|T1007|T1012|T1021.001|T1021.005|T1033|T1046|T1055.001|T1056.001|T1056.004|T1057|T1059.003|T1070.004|T1071.001|T1071.002|T1082|T1083|T1090|T1105|T1106|T1112|T1113|T1125|T1134.002|T1136.001|T1190|T1218.011|T1499|T1543.003|T1569.002|T1571|T1685|T1685.005|T1686
S1222,RIFLESPINE,[RIFLESPINE](https://attack.mitre.org/software/S1222) is a cross-platform backdoor that leverages Google Drive for file transfer and command execution.(Citation: Google Cloud Mandiant UNC3886 2024),RIFLESPINE,T1059.004|T1071.001|T1074.001|T1082|T1102.002|T1105|T1140|T1543.002|T1567.002|T1573.001
S1110,SLIGHTPULSE,[SLIGHTPULSE](https://attack.mitre.org/software/S1110) is a web shell that was used by [APT5](https://attack.mitre.org/groups/G1023) as early as 2020 including against Pulse Secure VPNs at US Defense Industrial Base (DIB) entities.(Citation: Mandiant Pulse Secure Zero-Day April 2021),SLIGHTPULSE,T1005|T1059|T1071.001|T1074.001|T1105|T1132.001|T1140|T1505.003|T1573.001
S0272,NDiskMonitor,[NDiskMonitor](https://attack.mitre.org/software/S0272) is a custom backdoor written in .NET that appears to be unique to [Patchwork](https://attack.mitre.org/groups/G0040). (Citation: TrendMicro Patchwork Dec 2017),NDiskMonitor,T1033|T1082|T1083|T1105|T1573.001
